company,location,country,year,capex,currency,capex_2025_eur,capacity,facility_size_m2,source_url,confidence_score
Stampede Meat Inc.,"Sunland Park, New Mexico",US,2019,36.0,USD,41.98,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Star Kay White,"Congers, New York",US,2020,31.0,USD,35.71,,11148,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Starbucks,"Augusta, Georgia",US,2019,121.0,USD,141.1,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Starbucks,"Chicago, Illinois",US,2019,9.0,USD,10.5,,4181,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Stella & Chewy's,"Oak Creek, Wisconsin",US,2019,30.0,USD,34.98,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Steuben Foods,"Elma, New York",US,2019,17.0,USD,19.82,,8547,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Strauss Brands,"Franklin, Wisconsin",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Stuffed Puffs,"Beethlehem, Pennsylvania",US,2019,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
SugarCreek - Brandworthy Food Solutions,"Fairfield, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
SunOpta,"Allentown, Pennsylvania",US,2019,22.0,USD,25.65,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Sunrise Soya,"Delta, British Columbia",CA,2019,,,,,7897,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Superior Catfish Products,"Macon, Mississippi",US,2021,,,,,3252,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Supreme Rice,"Crowley, Louisiana",US,2019,20.0,USD,23.32,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
SVZ-USA,"Othello, Washington",US,2019,5.0,USD,5.83,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Swire Coca-Cola,"Glendale, Arizona",US,2019,160.0,USD,186.58,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Symrise,"Atlanta, Georgia",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Sysco,"Jacksonville, Florida",US,2019,,,,,10684,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Sysco,"Raleigh, North Carolina",US,2019,,,,,10219,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
T. Marzetti,"Altoona, Iowa",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Table Talk Pies,"Worcester, Massachusetts",US,2019,,,,,3159,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Tasty Blend Foods,"Putnam, West Virginia",US,2019,3.0,USD,3.5,,2044,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Tasty Brands,"Owensboro, Kentucky",US,2020,,,,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Tate's Bake Shop,"East Moriches, New York",US,2019,2.0,USD,2.33,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Taylor Farms,"Ciudad Morelos, MX",US,2019,65.0,USD,75.8,,26942,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Taylor Farms,"Fort Mitchell, Kentucky",US,2020,9.0,USD,10.37,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Taylor Farms,"Smyrna, Tennessee",US,2019,8.0,USD,9.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Taylor Farms,"Smyrna, Tennessee",US,2019,5.0,USD,5.83,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Taylor Farms,"Swedesboro, New Jersey",US,2020,4.5,USD,5.18,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
TerrePURE Kentucky Distillers,"Owensboro, Kentucky",US,2019,6.0,USD,7.0,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
That's How We Roll,"Springettsbury, Pennsylvania",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
The Bel Group,"Sorel-Tracy, Quebec",CA,2020,66.0,USD,76.03,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
The Muffin Mam,"Watts Mills, South Carolina",US,2019,19.0,USD,22.16,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
The Original Cakerie,"London, Ontario",CA,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Tippin's,"Kansas City, Kansas",US,2019,7.0,USD,8.16,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Torani,"San Leandro, California",US,2020,12.0,USD,13.82,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Treehouse Foods,"Dallas, Texas",US,2019,11.0,USD,12.83,,12170,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Treehouse Private Brands,"Hanover, Pennsylvania",US,2019,12.0,USD,13.99,,11613,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Treehouse Private Brands,"Hanover, Pennsylvania",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Treehouse Private Brands,"Lancaster, Pennsylvania",US,2019,12.0,USD,13.99,,10219,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Trisco Foods,"Colorado Springs, Colorado",US,2019,,,,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Tropicana,"Bradenton, Florida",US,2019,3.0,USD,3.5,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Tropicana,"Bradenton, Florida",US,2019,23.0,USD,26.82,,743,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Tropicana,"Fort Pierce, Florida",US,2019,5.0,USD,5.83,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Tuffy's Pet Foods,"Delano, Minnesota",US,2020,,,,,16072,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Turkey Hill,"Conestoga, Pennsylvania",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Two Rivers Fishery,"Ballard Cty, Kentucky",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Two Roads Brewing,"Danbury, Connecticut",US,2019,15.0,USD,17.49,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Tyson Foods,"Camilla, Georgia",US,2019,34.0,USD,39.65,,3252,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Tyson Foods,"Cincinnati, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Tyson Foods,"Downers Grove, Illinois",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Tyson Foods,"Eagle Mountain City, Utah",US,2019,300.0,USD,349.84,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Tyson Foods,"Enid, Oklahoma",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Tyson Foods,"Haltom City, Texas",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Tyson Foods,"Humboldt, Tennessee",US,2019,,,,,36511,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Tyson Foods,"Hutchinson, Kansas",US,2020,,,,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Tyson Foods,"Hutchinson, Kansas",US,2019,,,,,650,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Tyson Foods,"Joslin, Illinois",US,2021,,,,,7990,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Tyson Foods,"Russellville, Alaska",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Tyson Foods,"Sandford, North Carolina",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Tyson Foods,"Sherman, Texas",US,2019,30.0,USD,34.98,,7432,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Tyson Foods,"St. Joseph, Missouri",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Tyson Foods,"Tonganocie, Kansas",US,2019,320.0,USD,373.16,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Tyson Foods,"Union City, Tennessee",US,2019,84.0,USD,97.96,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Tyson Foods,"West Chester, Ohio",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Tyson Foods,"Zeeland, Michigan",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
U.S. Waffle Co.,"Liberty, South Carolina",US,2019,,,,,28800,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Ukiah Natural Foods Co-op,"Ukiah, California",US,2019,,,,,557,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
United Airlines,"Newark, New Jersey",US,2020,110.0,USD,126.71,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
United Dairy Farmers,"Cincinnati, Ohio",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
United Natural Foods,"Providence, Rhode Island",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
US Cold Storage,"Turlock, California",US,2019,,,,,42457,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
US Foods,"Marrero, Louisiana",US,2020,,,,,12356,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Valley Queen,"Milbank, South Dakota",US,2019,50.0,USD,58.31,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Victor Hoppenstein's Brewlab,"Charleston, South Carolina",US,2019,1.0,USD,1.17,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Virginia Murachan Inc.,"North Chesterfield, Virginia",US,2019,,,,,5481,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
VPX (aka Bang Energy),"Pembrook Pines, Florida",US,2019,35.0,USD,40.81,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
VPX (aka Bang Energy),"Pembrook Pines, Florida",US,2020,40.0,USD,46.08,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
VPX (aka Bang Energy),"Phoenix, Arizona",US,2020,39.0,USD,44.93,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
VPX (aka Bang Energy),"Phoenix, Arizona",US,2019,200.0,USD,233.23,,36882,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Wayne Farms,"Enterprise, Alabama",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Weber Flavors,"Wheeling, Illinois",US,2020,5.0,USD,5.76,,1208,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
WholeStone Farms,"Fremont, Nebraska",US,2020,42.0,USD,48.38,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
WholeStone Farms,"Fremont, Nebraska",US,2022,13.0,USD,13.24,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
WholeStone Farms,"Fremont, Nebraska",US,2020,7.0,USD,8.06,,3345,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
WholeStone Farms,"Fremont, Nebraska",US,2022,22.0,USD,22.41,,1301,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
WholeStone Farms,"Fremont, Nebraska",US,2019,10.0,USD,11.66,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Wild Turkey Bourbon,"Lawerenceburg, Kentucky",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Wildbrine Plant-based Creamery,"Santa Rposa, California",US,2019,4.0,USD,4.66,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Win Chill Cold Storage,"Sioux Falls, South Dakota",US,2019,,,,,11706,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Wolfgang Confectioners,"Loganville, Pennsylvania",US,2019,,,,,7246,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
WV Department of Agriculture,"Ripley, West Virginia",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Zucarmex,"San Diego, California",US,2020,16.0,USD,18.43,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Zweigle's,"Rochester, New York",US,2019,19.0,USD,22.16,,2694,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
